title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
137,A Long Way Down,Switch,Seenapsis Studio,"['Action Adventure', 'General']",T,"Apr  1, 2021","A Long way down is a mash-up between an RPG and a deck-building game. Embody Sam and try escaping this maze where a sneaky and evil mastermind reigns. Let your memories and your choices guide you... but don't fall into darkness.The cards you choose will determine how you explore the dungeon and how you defend yourself from the horrors it contains. Great challenges await you as you go deeper into the dungeon. Use your cards and cunning, adapt your playstyle and overcome all enemies. You'll meet many fellow adventurers down in the dark - will you gain allies or make enemies?Use your cards to bridge gaps and defy dead ends as you travel through the maze. Rush to escape or take time to explore, the choice is yours. Collect rewards and use them to grow your power to take on what lies in the depths. Every choice you made will affect the final battle - can you defeat the mastermind in its lair?",0,No score yet,0,1,0,4.3,Generally unfavorable reviews,1,0,3
138,A Magical High School Girl,Switch,illuCalab,"['Role-Playing', 'Roguelike']",E10+,"Jun  7, 2018","""The magic beckons you.""A Magical High School Girl is a magic crafting rogue-like RPG! The only weapon you possess is the magic you conjure from within.Develop the magics you obtain, gain magics from magic stones within the dungeon, and combine to develop even stronger magics.A high school girl lost in a magical world against a variety of unique monsters with a mysterious coven of witches. Her survival in this cruel yet alluring world all depend on your crafting skills!",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
139,A Maiden Astrologer Divines the Future,Switch,iMel,"['Adventure', 'Visual Novel']",T,"Dec 22, 2022","The main character of this work is “Izumi Mizushiro”, a maiden Astrologer.She lives with her younger sister “Towa”. One day Izumi starts experiencing unexpected troubles, and while Izumi and others are looking for the cause of the problems, they are visited by a girl named “Maki”. From there, they experience both new encounters and farewells. This work is an adventure game that you can enjoy about an astrologer named Izumi who feels happy and rewarded when ""making someone happy"" or ""being able to support someone"".",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
140,A Matter of Principle,Switch,DillyFrame,"['Adventure', 'Visual Novel']",T,"Jan 19, 2023","Here is an interactive comics novel about one of the most high-profile events of the 20th century. There are many theories about what exactly happened on June 28, 1914 in Sarajevo. A deliberate attempt? A tragic accident? Masonic conspiracy? The Bosnian Serb Gavrilo Princip killed the heir to the Austro-Hungarian throne, Franz Ferdinand, which became a formal reason to start the first world war of its kind ... But who was Princip and what led him to this act? Who was Franz Ferdinand and how did he meet that fateful day? What do they have in common and could war have been avoided?",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
141,A Memoir Blue,Switch,Cloisters,"['Adventure', 'General', '3D', 'Third-Person']",E,"Mar 24, 2022","Whoever decided to give this AMAZING GEM a low score… you have no heart!Such an emotional journey, short but left me in tears at the end. No game has ever touched my heart and soul as much as this one did, finished it in 1,5 hours but well worth it! I can’t imagine how it would be for me to lose my mother. Thank you for reminding me how much I love my mom!",0,No score yet,0,1,1,tbd,No user score yet,2,0,1
142,A Monster's Expedition,Switch,Draknek,"['Puzzle', 'Action']",E,"Aug  5, 2021","From some of the best puzzle designers in the world comes A Monster's Expedition, an adorable and relaxing open world puzzle adventure for monsters who love to learn about humans.By pushing trees over to create pathways, you'll explore hundreds of islands near and far to learn about the history of ""humanity"".Immerse yourself in human culture with all-new exhibits from the ""Human Englandland"" dig site, each accompanied with expert insights!",92,Universal acclaim,5,0,0,7.8,Generally favorable reviews,10,1,2
143,A Monster's Expedition + Earlier Adventures,Switch,Draknek,"['Miscellaneous', 'Compilation']",E,"Sep 20, 2022","This collection is an absolute feast for puzzle fans. For nearly a decade, Draknek & Friends have been crafting bespoke, lovingly designed puzzle experiences that take a theme, mechanic, or ludicrous idea and push it to its natural conclusion. This collection features four of these award-winning experiences, packaged together on a single Nintendo Switch cartridge for over 100 hours of head-scratching goodness. The crown jewel of this collection is A Monster's Expedition, an open-world puzzle adventure that casts players as a monster exploring an archipelago museum of human culture. And that's just ONE of the FOUR brilliant puzzle games you get here! We could go on and on about the charm of A Good Snowman is Hard to Build, the sublime pleasures of spending hours in Sokobond, or the seemingly endless satisfaction that comes from planning routes in Cosmic Express, but we'll let you discover the magic on your own.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
144,A Musical Story,Switch,Glee-Cheese Studio,"['Action', 'Rhythm', 'Music']",M,"Mar  3, 2022","An incredible rhythm-based game with an original story that you can’t put down. I played this one all the way through in about 2 hours. It’s truly an engrossing narrative with gameplay that is so addicting and satisfying. It starts at fairly easy and really picks up the difficulty bear the halfway point. I don’t want to spoil the story but it goes to some really interesting places that I never expected. If you even have a passing interest in this game, give it a shot because I was blown away by its narrative, art, music, and gameplay.",79,Generally favorable reviews,6,2,0,tbd,No user score yet,3,0,0
145,A Night at the Races,Switch,Mushy Jukebox,"['Action', 'Platformer', '2D']",T,"Sep  3, 2021","You have the night to win a clandestine tournament. Lead the rankings, get the prize, pay your debts, escape hell. You’re invited to the arcades tonight. Compete illegally with other players for the top of the global leaderboards. You need the prize money to survive. FEATURES:● A unique narrative - you play as the player, and face their challenges on and off the screen.● Challenging Arcade-Platformer gameplay - easy to learn, hard to master. Perfect for speedruns.● Online ranking leaderboards - by level and global.● Great playtime value - 200+ levels and additional game modes.",69,Mixed or average reviews,0,4,0,tbd,No user score yet,1,1,0
146,A Normal Lost Phone,Switch,Plug In Digital,"['Simulation', 'General']",M,"Mar  1, 2018","A Normal Lost Phone is a game about exploring the intimacy of an unknown person whose phone was found by the player. The game takes the shape of a narrative investigation: you have to search the phones text messages, pictures and applications, in order to learn about its former owner. Through this phone, you uncover Sams life, friends, family and relationships, until the evening when they turn 18 and mysteriously disappear.",73,Mixed or average reviews,5,4,1,7.0,Mixed or average reviews,10,0,4
147,A Place for the Unwilling,Switch,Parallel Circles,"['Adventure', 'General']",M,"Mar 22, 2022","A branching narrative adventure set in the final 21 days of a dying city. Every decision you make will shape your surroundings, and the city's fate. However, the clock is ticking - and the city carries on, with or without you. Speak to everyone from eerie politicians to chain-smoking child anarchists. Work as a trader, socialise, explore the town freely, and play a role in the city's hierarchy. Combining exquisite narrative depth and exploration with a curious setup - plus a dash of Lovecraft - A Place for the Unwilling is a rich narrative experience where player choices really do count, set in a Dickensian world of colour and Eldritch nightmares.",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
148,A Plague Tale: Innocence - Cloud Version,Switch,Asobo Studio,"['Action Adventure', 'Linear']",M,"Jul  6, 2021","A Plague Tale: Innocencetells the grim story of two siblings fighting together for survival in the darkest hours of History. This new video game from Asobo Studio sends you on an emotional journey through the 14th century France, with gameplay combining adventure, action and stealth, supported by a compelling story. Follow the young Amicia and her little brother Hugo, who face the brutality of a ravaged world as they discover their purpose to expose a dark secret. On the run from the Inquisition's soldiers, surrounded by unstoppable swarms of rats incarnating the Black Death, Amicia and Hugo will learn to know and trust each other as they struggle for their lives against all odds.",0,No score yet,1,1,0,8.8,Generally favorable reviews,56,1,2
149,A Plague Tale: Requiem - Cloud Version,Switch,Asobo Studio,"['Action Adventure', 'Linear']",M,"Oct 18, 2022","Embark on a heartrending journey into a brutal, breathtaking world twisted by supernatural forces.After escaping their devastated homeland, Amicia and Hugo travel far south, to new regions and vibrant cities. There, they attempt to start a new life and control Hugo's curse. But, when Hugo's powers reawaken, death and destruction return in a flood of devouring rats. Forced to flee once more, the siblings place their hopes in a prophesized island that may hold the key to saving Hugo.Discover the cost of saving those you love in a desperate struggle for survival. Strike from the shadows or unleash hell, overcoming foes and challenges with a variety of weapons, tools and unearthly powers.",76,Generally favorable reviews,4,0,1,8.5,Generally favorable reviews,35,1,5
