title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Arcade Archives: Super Cobra,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Oct 22, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Super Pac-Man,PlayStation 4,Hamster,"['Action', 'Arcade']",E,"Jan  6, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Super Volleyball,PlayStation 4,Hamster,"['Sports', 'Team', 'Volleyball']",E,"Aug 25, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Swimmer,PlayStation 4,Hamster,"['Action', 'General', 'Arcade']",E,"Mar 25, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: TANK FORCE,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",,"Jan 19, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Task Force Harrier,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"May 27, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Tecmo Bowl,PlayStation 4,Hamster,"['Sports', 'Team', 'Football', 'Arcade']",E,"Jan 30, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Terra Cresta,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"May 19, 2015",,0,No score yet,0,1,0,tbd,No user score yet,1,0,1
Arcade Archives: The Astyanax,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",T,"May  6, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: The Fairyland Story,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",E,"Dec  3, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: The Genji and the Heike Clans,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",T,"Oct  7, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: The Legend of Kage,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",E10+,"Dec  1, 2015",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Arcade Archives: The Legend of Valkyrie,PlayStation 4,Hamster,"['Role-Playing', 'Action Adventure', 'Action RPG', 'Open-World']",E10+,"Apr 14, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: The New Zealand Story,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",,"Jan 26, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: The Ninja Warriors,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",T,"Sep  7, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,1,1
Arcade Archives: The Return of ISHTAR,PlayStation 4,Hamster,"['Action', 'General']",E,"Sep 22, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
,,,,,,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: The Tower of Druaga,PlayStation 4,Hamster,"['Role-Playing', 'Action RPG']",E,"Jun  2, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Thunder Ceptor,PlayStation 4,Hamster,"['Action', 'Shooter', 'Rail']",E,"Jun 30, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Thunder Cross,PlayStation 4,Konami,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Feb 25, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Thunder Cross II,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Apr 28, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Thunder Dragon,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Mar 11, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Thunder Dragon 2,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Feb 10, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Time Pilot,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E,"Apr 12, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Time Pilot '84,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E,"May 27, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Time Tunnel,PlayStation 4,Hamster,"['Puzzle', 'Action', 'Platformer', '2D']",E,"Sep 19, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: TNK III,PlayStation 4,Hamster,"['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Nov 25, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Touki Denshou Angel Eyes,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Oct 20, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Toy Pop,PlayStation 4,Hamster,"['Action', 'Puzzle', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E,"Oct 13, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Track & Field,PlayStation 4,Hamster,"['Sports', 'Individual', 'Athletics']",E,"Sep 12, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Arcade Archives: Traverse USA,PlayStation 4,Hamster,"['Racing', 'Arcade', 'Automobile']",E,"Dec  7, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Trio The Punch,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"May 19, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Tube Panic,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",,"Jun  6, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: TwinBee,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Feb 26, 2016",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Arcade Archives: Typhoon Gal,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",E10+,"Sep 30, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: USAAF Mustang,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Sep  2, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Vandyke,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Aug 19, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: VENDETTA,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",,"Jul 21, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Victory Road,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",,"Aug  2, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Vigilante,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Sep  5, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Vs. Castlevania,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",E,"Oct 17, 2019",,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
Arcade Archives: Vs. Gradius,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']",E,"Aug 15, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Water Ski,PlayStation 4,Hamster,"['Sports', 'General']",E,"Aug 22, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Wild Western,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Jun 20, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Wiz,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",,"Jun 25, 2020",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Arcade Archives: Wonder Momo,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",,"Mar 31, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Arcade Archives: X Multiply,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Aug  9, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Xevious,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Oct  7, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: XX Mission,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Jan 23, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Yie Ar Kung Fu,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",E10+,"Nov 19, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Youkai Douchuki,PlayStation 4,Hamster,"['Action', 'Platformer', '2D']",T,"Apr 28, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Archives: Zero Team,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",T,"Dec  8, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Classics Anniversary Collection,PlayStation 4,Konami,"['Miscellaneous', 'Compilation']",T,"Apr 18, 2019",,63,Mixed or average reviews,1,9,0,3.9,Generally unfavorable reviews,2,1,4
Arcade Game Series 3-in-1 Pack,PlayStation 4,Bandai Namco Games,"['Miscellaneous', 'Compilation']",E10+,"Apr 20, 2016",,0,No score yet,0,0,0,6.6,Mixed or average reviews,3,1,1
Arcade Game Series: Dig Dug,PlayStation 4,Bandai Namco Games,"['Action', 'Arcade']",E,"Apr 20, 2016",,0,No score yet,0,0,0,6.4,Mixed or average reviews,3,1,1
Arcade Game Series: Galaga,PlayStation 4,Bandai Namco Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Apr 20, 2016",,0,No score yet,0,0,0,6.5,Mixed or average reviews,3,2,1
Arcade Game Series: Ms. Pac-Man,PlayStation 4,Bandai Namco Games,"['Action', 'Arcade']",E,"Apr 20, 2016",,0,No score yet,0,0,0,6.2,Mixed or average reviews,2,2,1
Arcade Game Series: Pac-Man,PlayStation 4,Bandai Namco Games,"['Action', 'Arcade']",E,"Apr 20, 2016",,0,No score yet,0,0,0,7.3,Mixed or average reviews,2,1,1
Arcade Islands: Volume One,PlayStation 4,Mastiff,"['Miscellaneous', 'Party / Minigame']",E10+,"Sep  4, 2018",,0,No score yet,0,1,0,tbd,No user score yet,1,0,0
Arcade Land,PlayStation 4,Koth Studio SL,"['Miscellaneous', 'Compilation']",E,"Jun 14, 2016",,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Arcade Paradise,PlayStation 4,Nosebleed Interactive,"['Simulation', 'Miscellaneous', 'Virtual', 'Party / Minigame', 'Career']",T,"Aug 11, 2022",,0,No score yet,1,0,0,tbd,No user score yet,1,0,1
Arcade Paradise: Coin-Op Pack 1,PlayStation 4,Nosebleed Interactive,"['Simulation', 'Virtual', 'Career']",T,"Nov  3, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcade Spirits,PlayStation 4,Fiction Factory Games,"['Adventure', 'Visual Novel']",T,"May  1, 2020",,73,Mixed or average reviews,2,5,0,tbd,No user score yet,1,0,2
Arcade Spirits: The New Challengers,PlayStation 4,Fiction Factory Games,"['Adventure', 'Visual Novel']",T,"May 27, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcadegeddon,PlayStation 4,IllFonic,"['Action', 'Shooter', 'Third-Person', 'Arcade']",T,"Jul  5, 2022",,0,No score yet,1,0,0,4.8,Generally unfavorable reviews,1,3,2
Arcadia Fallen,PlayStation 4,Galdra Studios,"['Adventure', 'Visual Novel']",T,"Feb  9, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arcania: The Complete Tale,PlayStation 4,"Nordic Games Publishing, Black Forest Games","['Western-Style', 'Role-Playing', 'General', 'Action RPG']",T,"May 12, 2015",,42,Generally unfavorable reviews,0,2,3,4.8,Generally unfavorable reviews,11,17,24
Archaica: The Path Of Light,PlayStation 4,Drageus Games,"['Puzzle', 'Action']",E10+,"Apr 24, 2020",,0,No score yet,0,0,0,tbd,No user score yet,3,0,0
Archangel,PlayStation 4,Skydance Interactive,"['Action', 'Simulation', 'Shooter', 'Vehicle', 'First-Person', 'Combat', 'Arcade']",T,"Jul 18, 2017",,69,Mixed or average reviews,9,7,2,7.0,Mixed or average reviews,13,4,5
Are You Smarter Than A 5th Grader?,PlayStation 4,Massive Miniteam,"['Miscellaneous', 'Trivia / Game Show']",E,"Aug 23, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arenas Of Tanks,PlayStation 4,"Petite Games, Ratalaika Games","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Aug 19, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arietta of Spirits,PlayStation 4,Third Spirit,"['Action Adventure', 'General']",E10+,"Aug 20, 2021",,0,No score yet,2,1,0,tbd,No user score yet,1,0,0
Arise: A Simple Story,PlayStation 4,Piccolo,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",E,"Dec  3, 2019",,80,Generally favorable reviews,24,5,0,7.8,Generally favorable reviews,77,16,16
Arizona Sunshine,PlayStation 4,Jaywalkers Interactive,"['Action', 'Shooter', 'First-Person', 'Light Gun', 'Arcade']",M,"Jul  5, 2017",,63,Mixed or average reviews,6,23,2,6.3,Mixed or average reviews,33,11,15
Arizona Sunshine: Dead Man,PlayStation 4,Jaywalkers Interactive,"['Action', 'Shooter', 'First-Person', 'Light Gun', 'Arcade']",M,"Aug 14, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arizona Sunshine: The Damned,PlayStation 4,Jaywalkers Interactive,"['Action', 'Shooter', 'First-Person', 'Light Gun', 'Arcade']",M,"Oct  3, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ARK Park,PlayStation 4,Snail Games,"['Adventure', '3D', 'First-Person']",T,"Mar 22, 2018",,46,Generally unfavorable reviews,1,6,4,4.6,Generally unfavorable reviews,9,2,14
ARK Park: Pterosaur Hill,PlayStation 4,Snail Games,"['Adventure', '3D', 'First-Person']",,"Jun 28, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ARK: Survival Evolved,PlayStation 4,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']",T,"Aug 29, 2017",,69,Mixed or average reviews,4,11,0,5.3,Mixed or average reviews,128,65,151
ARK: Survival Evolved - Aberration,PlayStation 4,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']",T,"Dec 12, 2017",,0,No score yet,0,0,0,7.3,Mixed or average reviews,9,1,3
ARK: Survival Evolved - Extinction,PlayStation 4,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']",T,"Nov 13, 2018",,0,No score yet,0,0,0,5.0,Mixed or average reviews,0,3,1
ARK: Survival Evolved - Genesis,PlayStation 4,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']",T,"Feb 25, 2020",,0,No score yet,0,0,0,2.4,Generally unfavorable reviews,1,2,6
ARK: Survival Evolved - Scorched Earth,PlayStation 4,Studio Wildcard,"['Action Adventure', 'Survival', 'Sandbox']",T,"Dec  6, 2016",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Arkan: The Dog Adventurer,PlayStation 4,"Sometimes You, Taverna Game Studio","['Action', 'Puzzle', 'Platformer', '2D']",E10+,"Jun 30, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Arkanoid: Eternal Battle,PlayStation 4,Pasta Games,"['Action', 'Arcade']",E,"Oct 27, 2022",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Arkham Horror: Mother's Embrace,PlayStation 4,LuckyHammers,"['Strategy', 'Miscellaneous', 'Turn-Based', 'Board / Card Game', 'Tactics']",M,"Mar 23, 2021",,58,Mixed or average reviews,1,3,1,6.0,Mixed or average reviews,3,3,2
ArmaGallant: Decks of Destiny,PlayStation 4,Maximum Games,"['Strategy', 'Turn-Based', 'Card Battle']",E10+,"Apr  4, 2017",,0,No score yet,1,2,0,2.5,Generally unfavorable reviews,1,1,4
Armed Emeth,PlayStation 4,"Kemco, Hit-Point Co., Ltd.","['Role-Playing', 'Japanese-Style']",E10+,"Sep  2, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Armello,PlayStation 4,League of Geeks,"['Miscellaneous', 'Board / Card Game']",E10+,"Sep  1, 2015",,74,Mixed or average reviews,10,4,1,7.1,Mixed or average reviews,30,11,10
Armello: The Bandit Clan,PlayStation 4,League of Geeks,"['Miscellaneous', 'Board / Card Game']",,"Jun 23, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Armikrog,PlayStation 4,Pencil Test Studios,"['Adventure', 'Point-and-Click']",E10+,"Aug 23, 2016",,50,Mixed or average reviews,0,6,2,6.2,Mixed or average reviews,6,12,3
Armored Warfare,PlayStation 4,MY.COM,"['Action', 'Simulation', 'General', 'Vehicle', 'Combat']",T,"Feb  6, 2018",,0,No score yet,2,1,0,3.8,Generally unfavorable reviews,1,2,5
Armored Warfare: Caribbean Crisis,PlayStation 4,MY.COM,"['Action', 'Simulation', 'General', 'Vehicle', 'Combat']",,"May 22, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Arrog,PlayStation 4,LEAP Game Studios,"['Adventure', 'Point-and-Click']",E10+,"Feb  5, 2021",,68,Mixed or average reviews,2,5,0,tbd,No user score yet,0,2,1
Arslan: The Warriors of Legend,PlayStation 4,Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",T,"Feb  9, 2016",,69,Mixed or average reviews,14,28,1,7.1,Mixed or average reviews,26,4,10
Arsonist Heaven,PlayStation 4,OMEGACORE,"['Action', 'Platformer', '2D']",E10+,"Jul 27, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Art of Balance,PlayStation 4,Shin'en,"['Puzzle', 'General']",E,"May 31, 2016",,0,No score yet,1,0,0,6.0,Mixed or average reviews,3,0,2
Art of Fighting Anthology,PlayStation 4,"SNK Playmore, SNK, SNK Corporation","['Miscellaneous', 'Compilation']",T,"Aug 30, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,1,1
art of rally,PlayStation 4,Funselektor Labs Inc.,"['Racing', 'Arcade', 'Automobile']",E,"Oct  6, 2021",,0,No score yet,0,0,0,tbd,No user score yet,1,2,0
Artpulse,PlayStation 4,Mekiwi,"['Miscellaneous', 'Application']",E,"Dec 17, 2019",,0,No score yet,0,2,1,tbd,No user score yet,0,2,1
Ary and the Secret of Seasons,PlayStation 4,Exiin,"['Action Adventure', 'General']",E10+,"Sep  1, 2020",,56,Mixed or average reviews,1,20,4,6.3,Mixed or average reviews,3,4,1
As Far As The Eye,PlayStation 4,Goblinz Studio,"['Strategy', 'Management', 'Government']",E,"Nov 17, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ascendance,PlayStation 4,ONEVISION GAMES,"['Action', 'Adventure', 'Platformer', 'First-Person', '3D']",E,"Jan 15, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ascendant,PlayStation 4,Hapa Games,"['Action', 'Platformer', '2D']",T,"Sep  8, 2015",,0,No score yet,0,0,2,4.8,Generally unfavorable reviews,2,0,2
Ascendshaft,PlayStation 4,The Voices Games,"['Action', 'General']",E10+,"Oct  1, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Ascendshaft and Endless Shaft,PlayStation 4,The Voices Games,"['Action', 'Miscellaneous', 'General', 'Compilation']",E10+,"Mar  3, 2021",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Asdivine Cross,PlayStation 4,"Kemco, EXE Create","['Role-Playing', 'Japanese-Style']",E10+,"Apr 22, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Asdivine Dios,PlayStation 4,Kemco,"['Role-Playing', 'Japanese-Style']",E10+,"Jul  2, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Asdivine Hearts,PlayStation 4,Kemco,"['Role-Playing', 'Japanese-Style']",T,"Jan 10, 2017",,0,No score yet,0,1,1,tbd,No user score yet,1,0,2
Asdivine Hearts II,PlayStation 4,"Kemco, EXE Create","['Role-Playing', 'Japanese-Style']",T,"Jan 15, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Asdivine Kamura,PlayStation 4,"Kemco, EXE Create","['Role-Playing', 'General', 'Japanese-Style']",E10+,"Nov  5, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Asdivine Menace,PlayStation 4,"Kemco, EXE Create","['Role-Playing', 'Japanese-Style']",T,"Sep  3, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Asdivine Saga,PlayStation 4,"Kemco, EXE Create","['Role-Playing', 'Japanese-Style']",E10+,"Sep 30, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
Asemblance,PlayStation 4,Nilo Studios,"['Adventure', '3D', 'First-Person']",T,"Jun 21, 2016",,61,Mixed or average reviews,1,9,3,5.3,Mixed or average reviews,4,6,5
Asemblance: Oversight,PlayStation 4,Nilo Studios,"['Adventure', 'General', '3D', 'First-Person']",T,"May 15, 2018",,0,No score yet,1,1,0,6.5,Mixed or average reviews,1,3,0
Ash of Gods: Redemption,PlayStation 4,AurumDust,"['Strategy', 'Turn-Based', 'Tactics']",M,"Jan 31, 2020",,65,Mixed or average reviews,1,8,0,7.1,Mixed or average reviews,24,6,8
Ashen,PlayStation 4,A44,"['Role-Playing', 'Action Adventure', 'Action RPG', 'Open-World']",T,"Dec 12, 2019",,0,No score yet,3,0,0,6.0,Mixed or average reviews,15,6,9
Ashen: Nightstorm Isle,PlayStation 4,A44,"['Role-Playing', 'Action Adventure', 'Action RPG', 'Open-World']",T,"Sep  6, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ashes Cricket,PlayStation 4,Big Ant Studios,"['Sports', 'Team', 'Cricket']",E,"Nov 16, 2017",,73,Mixed or average reviews,2,5,0,7.5,Generally favorable reviews,34,2,11
Ashigaru: The Last Shogun,PlayStation 4,LGS Productions,"['Action', 'Action Adventure', 'General']",E10+,"May 20, 2022",,0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Ashland Dossier,PlayStation 4,PlayWay,"['Adventure', 'General']",T,"May 27, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Aspire: Ina's Tale,PlayStation 4,Untold Tales,"['Action', 'Platformer', '2D']",E10+,"Oct 21, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Assassin's Creed Chronicles,PlayStation 4,Climax Studios,"['Miscellaneous', 'Compilation']",T,"Feb  9, 2016",,0,No score yet,0,0,0,5.1,Mixed or average reviews,12,9,14
Assassin's Creed Chronicles: China,PlayStation 4,"Climax Group, Climax Studios","['Historic', 'Action Adventure', 'General', 'Linear']",T,"Apr 21, 2015",,69,Mixed or average reviews,9,35,0,6.0,Mixed or average reviews,53,27,36
Assassin's Creed Chronicles: India,PlayStation 4,"Ubisoft, Climax Studios","['General', 'Action Adventure', 'Linear']",T,"Jan 13, 2016",,63,Mixed or average reviews,6,35,0,4.3,Generally unfavorable reviews,21,18,42
Assassin's Creed Chronicles: Russia,PlayStation 4,"Ubisoft, Climax Studios","['General', 'Action Adventure', 'Linear']",T,"Feb  9, 2016",,60,Mixed or average reviews,3,17,2,4.5,Generally unfavorable reviews,16,10,29
Assassin's Creed III Remastered,PlayStation 4,Ubisoft,"['Action Adventure', 'Open-World']",M,"Mar 29, 2019",,72,Mixed or average reviews,15,16,0,4.8,Generally unfavorable reviews,49,57,76
Assassin's Creed IV: Black Flag,PlayStation 4,Ubisoft,"['Action Adventure', 'Historic', 'Historic', 'Open-World']",M,"Nov 12, 2013",,83,Generally favorable reviews,25,4,0,8.0,Generally favorable reviews,"1,970",443,203
Assassin's Creed IV: Black Flag - Aveline DLC,PlayStation 4,Ubisoft,"['Action Adventure', 'Open-World']",M,"Apr  1, 2014",,0,No score yet,0,0,0,6.6,Mixed or average reviews,4,2,3
Assassin's Creed IV: Black Flag - Freedom Cry,PlayStation 4,Ubisoft Montreal,"['Action Adventure', 'Historic', 'Open-World']",M,"Dec 18, 2013",,71,Mixed or average reviews,6,5,0,6.4,Mixed or average reviews,91,106,47
Assassin's Creed IV: Black Flag - Illustrious Pirates Pack,PlayStation 4,Ubisoft,"['Action Adventure', 'Open-World']",M,"Jan  7, 2014",,0,No score yet,0,0,0,7.4,Mixed or average reviews,3,1,1
Assassin's Creed IV: Black Flag - Multiplayer Characters Pack 1 Blackbeards Wrath,PlayStation 4,Ubisoft,"['Action Adventure', 'Open-World']",M,"Dec 10, 2013",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Assassin's Creed IV: Black Flag - Multiplayer Characters Pack 2 Guild of Rogues,PlayStation 4,Ubisoft,"['Action Adventure', 'Open-World']",M,"Feb 11, 2014",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Assassin's Creed Liberation HD,PlayStation 4,Ubisoft Sofia,"['Action Adventure', 'Open-World']",,"Mar 29, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,1,1
Assassin's Creed Odyssey,PlayStation 4,"Ubisoft, Ubisoft Quebec","['Action Adventure', 'Open-World']",M,"Oct  2, 2018",,83,Generally favorable reviews,73,13,0,6.5,Mixed or average reviews,"1,966",650,945
Assassin's Creed Odyssey - The Fate of Atlantis - Episode 1: Fields of Elysium,PlayStation 4,Ubisoft Quebec,"['Action Adventure', 'Open-World']",M,"Apr 23, 2019",,0,No score yet,1,1,0,5.8,Mixed or average reviews,12,5,8
Assassin's Creed Odyssey - The Fate of Atlantis - Episode 2: Torment of Hades,PlayStation 4,Ubisoft Quebec,"['Action Adventure', 'Open-World']",M,"Jun  4, 2019",,0,No score yet,0,1,0,5.8,Mixed or average reviews,10,9,7
Assassin's Creed Odyssey - The Fate of Atlantis - Episode 3: Judgment of Atlantis,PlayStation 4,Ubisoft Quebec,"['Action Adventure', 'Open-World']",,"Jul 16, 2019",,0,No score yet,1,1,0,6.4,Mixed or average reviews,11,9,5
Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade,PlayStation 4,Ubisoft,"['Action Adventure', 'Open-World']",M,"Dec  4, 2018",,67,Mixed or average reviews,0,6,0,5.5,Mixed or average reviews,10,12,11
